Universitas,Prodi,Rank
politeknik aceh selatan,teknik informatika,999.0
universitas kristen krida wacana,sistem informasi,999.0
universitas sangga buana,teknik informatika,999.0
universitas islam raden rahmat,sistem informasi,999.0
politeknik digital boash indonesia,teknologi rekayasa multimedia,999.0
universitas dharma andalas,sistem informasi,999.0
universitas teknologi yogyakarta,sistem informasi,999.0
stmik likmi,teknik informatika,999.0
universitas mandiri bina prestasi,sistem informasi,999.0
politeknik praktisi bandung,manajemen informatika,999.0
universitas catur insan cendekia,manajemen informatika,999.0
universitas hamzanwadi,sistem informasi,999.0
universitas pembangunan nasional veteran jakarta,sistem informasi,999.0
universitas batam,sistem informasi,999.0
universitas pancasakti tegal,informatika,999.0
universitas pgri madiun,pendidikan guru pendidikan anak usia dini,999.0
universitas pgri adi buana,kebidanan,999.0
universitas pekalongan,farmasi,999.0
universitas hasanuddin,ilmu keperawatan,11.0
politeknik kesehatan kementerian kesehatan palembang,gizi dan dietetika,999.0
akademi farmasi bhumi husada,farmasi,999.0
iain pontianak,hukum ekonomi syariah,999.0
universitas sriwijaya,sosiologi,999.0
universitas riau,ilmu hukum,999.0
universitas muhammadiyah parepare,pendidikan bahasa inggris,999.0
universitas pancasila,teknik elektro,999.0
sekolah tinggi ilmu administrasi yppt tasikmalaya,ilmu administrasi negara,999.0
universitas mataram,agribisnis peternakan,999.0
universitas mataram,agroekoteknologi,999.0
universitas medan area,ilmu hukum,999.0
universitas kristen satya wacana,psikologi,999.0
universitas muhammadiyah tangerang,ilmu pemerintahan,999.0
universitas logistik dan bisnis internasional,administrasi logistik,999.0
universitas kristen indonesia tomohon,arsitektur,999.0
universitas muhammadiyah parepare,bimbingan dan penyuluhan islam,999.0
politeknik caltex,teknologi rekayasa sistem elektronika,999.0
politeknik negeri balikpapan,pengelolaan perhotelan,999.0
universitas islam negeri alauddin makassar,manajemen,999.0
universitas pendidikan nasional,akuntansi,999.0
universitas wijaya kusuma purwokerto,arsitektur,999.0
universitas dharmawangsa,ilmu komunikasi,999.0
universitas muhammadiyah tangerang,ilmu komunikasi,999.0
universitas muhammadiyah tangerang,pendidikan bahasa inggris,999.0
universitas pendidikan nasional,administrasi publik,999.0
universitas pendidikan nasional,hukum,999.0
universitas islam negeri salatiga,hukum ekonomi syariah,999.0
institut agama islam negeri lhokseumawe,pendidikan bahasa arab,999.0
universitas teuku umar,agroteknologi,999.0
universitas islam negeri syekh aii hasan ahmad addary padangsidimpuan,bimbingan dan konseling islam,999.0
universitas islam negeri alauddin makassar,akuntansi,999.0
universitas ciputra surabaya,informatika,999.0
politeknik pariwisata makassar,perjalanan wisata,999.0
universitas sanata dharma,informatika,999.0
universitas sanata dharma,psikologi,999.0
universitas muslim indonesia,agribisnis,999.0
universitas riau,manajemen sumber daya perairan,999.0
universitas nahdlatul ulama surakarta,ilmu hukum,999.0
universitas negeri manado,manajemen,999.0
universitas nahdlatul ulama surakarta,pendidikan agama islam,999.0
politeknik negeri semarang,konstruksi sipil,999.0
universitas malikussaleh,administrasi publik,999.0
universitas amikom yogyakarta,arsitektur,999.0
stis alhilal sigli kab pidie,hukum pidana islam,999.0
stt trinity parapat,teologi,999.0
universitas medan area,agroteknologi,999.0
universitas madako tolitoli,peternakan,999.0
universitas serambi mekkah,teknologi pangan,999.0
universitas islam ahmad dahlan,komunikasi dan penyiaran islam,999.0
universitas indraprasta pgri,arsitektur,999.0
stai asysyafiiyah nabire,hukum keluarga,999.0
universitas islam riau,perencanaan wilayah dan kota,999.0
universitas negeri jakarta,kepelatihan kecabangan olahraga,999.0
stis darul falah pagutan mataram ntb,hukum keluarga,999.0
politeknik stia lan jakarta,manajemen sumber daya manusia aparatur,999.0
universitas wahid hasyim,agribisnis,999.0
universitas alma ata,pendidikan agama islam,999.0
universitas pelita harapan,usaha perjalanan wisata,999.0
institut agama islam negeri ponorogo,pendidikan agama islam,999.0
universitas kristen duta wacana,arsitektur,999.0
universitas muhammadiyah prof dr hamka,ilmu komunikasi,999.0
universitas islam negeri sultan syarif kasim riau,agroteknologi,999.0
universitas buana perjuangan karawang,ilmu hukum,999.0
institut pariwisata dan bisnis internasional,manajemen pariwisata,999.0
universitas pancasila,pariwisata,999.0
universitas riau,ilmu kelautan,999.0
universitas negeri padang,teknologi pendidikan,21.0
universitas islam riau,agroteknologi,999.0
institut agama islam negeri ponorogo,bimbingan penyuluhan islam,999.0
universitas islam riau,agribisnis,999.0
universitas halu oleo,tradisi lisan,999.0
universitas islam negeri sultan syarif kasim riau,aqidah dan filsafat islam,999.0
universitas islam negeri fatmawati sukarno bengkulu,pendidikan islam anak usia dini,999.0
universitas islam negeri fatmawati sukarno bengkulu,ilmu hadis,999.0
universitas islam negeri fatmawati sukarno bengkulu,komunikasi dan penyiaran islam,999.0
universitas islam negeri fatmawati sukarno bengkulu,manajemen dakwah,999.0
universitas salakanagara,sistem informasi,999.0
universitas muhammadiyah kotabumi,informatika medis,999.0
universitas royal,rekayasa perangkat lunak,999.0
sekolah tinggi ilmu kesehatan mitra sejati,informatika medis,999.0
universitas islam negeri syekh aii hasan ahmad addary padangsidimpuan,teknologi informasi,999.0
universitas tadulako,akuntansi sektor publik,999.0
politeknik lembaga pendidikan dan pengembangan profesi indonesia makassar,bisnis digital,999.0
sekolah tinggi ilmu ekonomi ama,akuntansi,999.0
universitas mohammad husni thamrin jakarta,akuntansi,999.0
universitas lancang kuning,bisnis digital,999.0
universitas surabaya,ekonomi pembangunan,999.0
institut agama islam ibrahimy genteng banyuwangi,ekonomi syariah,999.0
institut teknologi bisnis aas indonesia,ekonomi syariah,999.0
sekolah tinggi ilmu ekonomi kuala kapuas,manajemen,999.0
stieb perdana mandiri,manajemen,999.0
universitas aisyiyah yogyakarta,manajemen,999.0
iain palangkaraya,manajemen zakat dan wakaf,999.0
stai yaptip simpang empat pasaman barat,perbankan syariah,999.0
universitas udayana,akuntansi,999.0
universitas singaperbangsa karawang,agribisnis,999.0
universitas gadjah mada,teknik kimia,2.0
universitas indonesia,teknik bioproses,1.0
universitas indonesia,teknik kimia,1.0
universitas padjadjaran,teknik elektro,7.0
universitas diponegoro,rekayasa perancangan mekanik,8.0
universitas diponegoro,teknologi rekayasa kimia industri,8.0
universitas diponegoro,teknologi rekayasa otomasi,8.0
universitas sriwijaya,teknik kimia,999.0
universitas syiah kuala,teknik mesin,23.0
universitas udayana,teknik elektro,999.0
universitas mulawarman,teknik industri,999.0
universitas riau,teknik mesin,999.0
universitas cenderawasih,teknik elektro,999.0
universitas palangka raya,teknik pertambangan,999.0
universitas jember,rekayasa perancangan mekanik,999.0
universitas jember,teknologi rekayasa elektronika,999.0
universitas jember,teknologi rekayasa konstruksi bangunan gedung,999.0
universitas negeri padang,teknik elektro industri,21.0
universitas negeri padang,teknik listrik,21.0
universitas negeri padang,teknik otomotif,21.0
universitas negeri padang,teknik pertambangan,21.0
universitas negeri padang,teknik pertambangan,21.0
universitas negeri malang,teknik sipil,22.0
universitas sultan ageng tirtayasa,teknik kimia,999.0
universitas trunojoyo,teknik industri,999.0
universitas trunojoyo,teknik mekatronika,999.0
universitas trunojoyo,teknik mesin,999.0
universitas sembilanbelas november kolaka,teknik mesin,999.0
universitas sembilanbelas november kolaka,teknik perkapalan,999.0
universitas teuku umar,teknik mesin,999.0
universitas pembangunan nasional veteran jawa timur,teknik kimia,999.0
universitas pembangunan nasional veteran jawa timur,teknik mesin,999.0
universitas pembangunan nasional veteran jakarta,teknik perkapalan,999.0
institut teknologi sepuluh nopember,teknik telekomunikasi,6.0
institut teknologi kalimantan,teknik logistik,999.0
institut teknologi sumatera,teknik elektro,999.0
institut teknologi sumatera,teknik industri,999.0
politeknik manufaktur bandung,teknologi rekayasa otomasi,999.0
politeknik manufaktur bandung,teknologi rekayasa perancangan manufaktur,999.0
politeknik negeri jakarta,teknologi rekayasa konversi energi,999.0
politeknik negeri jakarta,teknologi rekayasa pemeliharaan alat berat,999.0
politeknik negeri medan,teknik perancangan jalan dan jembatan,999.0
politeknik negeri semarang,teknik telekomunikasi,999.0
politeknik negeri semarang,teknologi rekayasa pembangkit energi,999.0
politeknik negeri sriwijaya,teknik telekomunikasi,999.0
politeknik negeri lampung,teknik sumberdaya lahan dan lingkungan,999.0
politeknik negeri lampung,teknologi rekayasa kimia industri,999.0
politeknik negeri padang,rekayasa perancangan mekanik,999.0
politeknik negeri padang,teknik listrik,999.0
politeknik negeri padang,teknik telekomunikasi,999.0
politeknik negeri banjarmasin,teknik pertambangan,999.0
politeknik negeri kupang,teknik mesin produksi dan perawatan,999.0
politeknik negeri malang,teknologi rekayasa konstruksi jalan dan jembatan,999.0
politeknik negeri samarinda,teknologi kimia industri,999.0
politeknik negeri madura,teknik mesin alat berat,999.0
politeknik negeri banyuwangi,teknik manufaktur kapal,999.0
politeknik negeri banyuwangi,teknologi rekayasa manufaktur,999.0
politeknik negeri cilacap,teknik listrik,999.0
universitas pembangunan panca budi,teknik elektro,999.0
universitas alwashliyah,teknik sipil,999.0
st ilmu komputer cipta karya informatika,bisnis digital,999.0
universitas lampung,akuntansi,999.0
universitas islam tribakti lirboyo kediri,pendidikan bahasa arab,999.0
institut islam muaro jambi,hukum tatanegara,999.0
universitas islam negeri kh abdurrahman wahid pekalongan,hukum bisnis,999.0
universitas nusa nipa,teknologi pangan dan hasil pertanian,999.0
universitas telkom,sistem informasi kota cerdas,999.0
institut seni indonesia padang panjang,produksi media,999.0
sekolah tinggi agama islam al amanah algontory,hukum ekonomi syariah,999.0
politeknik bisnis dan perpajakan indonesia,kebijakan dan manajemen perpajakan,999.0
universitas islam makassar,sastra inggris,999.0
politeknik tiara bunda,farmasi,999.0
universitas buana perjuangan karawang,farmasi,999.0
universitas lia,bisnis digital,999.0
politeknik hasnur,manajemen pemasaran internasional,999.0
universitas yarsi pratama,manajemen,999.0
sekolah tinggi agama islam salafiyah bangil,ekonomi syariah,999.0
politeknik indonesia banjarmasin,bisnis dan manajemen ritel,999.0
institut teknologi dan bisnis bina sriwijaya palembang,manajemen,999.0
universitas salakanagara,manajemen,999.0
universitas nani bili nusantara,kewirausahaan,999.0
stai maarif sintang,ekonomi syariah,999.0
universitas mercubaktijaya,logistik,999.0
universitas teknologi yogyakarta,akuntansi,999.0
politeknik stia lan makassar,administrasi bisnis sektor publik,999.0
sekolah tinggi ilmu ekonomi makassar maju,akuntansi,999.0
universitas jambi,bisnis digital,999.0
institut agama islam qomarul huda bagu paringgata lombok tengah,ekonomi syariah,999.0
stai diponegoro tulungagung,ekonomi syariah,999.0
universitas amikom yogyakarta,ekonomi,999.0
sekolah tinggi ilmu ekonomi yapis,manajemen,999.0
universitas muhammadiyah makassar,manajemen,999.0
universitas muhammadiyah surakarta,manajemen,999.0
universitas serambi mekkah,perbankan syariah,999.0
universitas nani bili nusantara,administrasi perkantoran,999.0
universitas veteran bangun nusantara,akuntansi,999.0
sekolah tinggi ilmu ekonomi dharma putra pekanbaru,bisnis digital,999.0
sekolah tinggi ilmu ekonomi dharma putra pekanbaru,kewirausahaan,999.0
universitas muhammadiyah riau,bisnis digital,999.0
universitas islam negeri syekh aii hasan ahmad addary padangsidimpuan,bisnis digital,999.0
politeknik istikom bina citra informatika,bisnis digital,999.0
universitas panca bhakti,bisnis digital,999.0
universitas kutai kartanegara tenggarong,ekonomi syariah,999.0
institut ilmu sosial dan bisnis andi sapada,manajemen,999.0
universitas sugeng hartono,manajemen bisnis internasional,999.0
universitas dharma andalas,bisnis digital,999.0
universitas dharma andalas,akuntansi perpajakan,999.0
akademi kebidanan harapan ibu pekalongan,kebidanan,999.0
akademi kebidanan prestasi agung,kebidanan,999.0
akademi keperawatan pasar rebo jakarta,keperawatan,999.0
institut ilmu kesehatan bhakti wiyata kediri,rekam medis dan informasi kesehatan,999.0
institut teknologi dan kesehatan tri tunas nasional,gizi,999.0
politeknik karya husada,manajemen informasi kesehatan,999.0
politeknik kesehatan kementerian kesehatan kalimantan timur,promosi kesehatan,999.0
politeknik kesehatan kementerian kesehatan surakarta,akupunktur,999.0
politeknik kesehatan kementerian kesehatan surakarta,okupasi terapi,999.0
politenik kesehatan yapkesbi,keperawatan,999.0
sekolah tinggi ilmu kesehatan aisyiyah palembang,keperawatan,999.0
sekolah tinggi ilmu kesehatan buleleng,farmasi,999.0
sekolah tinggi ilmu kesehatan medika seramoe barat,keperawatan,999.0
sekolah tinggi ilmu kesehatan sumber waras,keperawatan,999.0
universitas bale bandung,ilmu keperawatan,999.0
universitas borneo lestari,gizi,999.0
universitas muhammadiyah parepare,kesehatan masyarakat,999.0
universitas syedza saintika,laboratorium medik,999.0
universitas oso,biologi,999.0
universitas oso,kimia,999.0
stt stars lub luwuk banggai,teologikependetaan,999.0
akademi analis kesehatan delima husada gresik,analis kesehatan,999.0
sekolah tinggi ilmu kesehatan kapuas raya sintang,perekam dan informasi kesehatan,999.0
sekolah tinggi ilmu kesehatan mitra ria husada jakarta,kebidanan,999.0
sekolah tinggi ilmu kesehatan muhammadiyah lhokseumawe,gizi,999.0
universitas halim sanusi,farmasi,999.0
universitas kristen krida wacana,kedokteran,999.0
universitas muhammadiyah madiun,kebidanan,999.0
universitas muhammadiyah yogyakarta,kedokteran gigi,16.0
universitas nahdlatul ulama nusa tenggara barat,farmasi,999.0
universitas muhammadiyah prof dr hamka,teknologi rekayasa mekatronika,999.0
universitas brawijaya,instrumentasi,9.0
universitas subang,administrasi publik,999.0
universitas islam negeri syarif hidayatullah,hukum ekonomi syariah,999.0
iain manado,manajemen dakwah,999.0
universitas yarsi,psikologi,999.0
politeknik negeri tanah laut,agroindustri,999.0
universitas muslim nusantara alwashliyah,sastra inggris,999.0
universitas yarsi,ilmu hukum,999.0
universitas pancasila,arsitektur,999.0
universitas muhammadiyah prof dr hamka,psikologi,999.0
universitas nusa cendana,budidaya perairan,999.0
universitas tanjungpura,ilmu komunikasi,999.0
universitas palangka raya,ilmu pemerintahan,999.0
institut teknologi nasional malang,arsitektur,999.0
universitas sains alqur an,hukum keluarga,999.0
universitas muhammadiyah sidoarjo,ilmu komunikasi,999.0
